customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1972-HQRED,Male,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.94,0.0,No
9502-DYWYL,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.59,4237.83,No
4289-NRFXE,Female,0,Yes,No,52,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,48.11,2518.15,No
8933-ZNUUB,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.99,3761.88,No
3512-UJEFN,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.21,44.63,No
7149-VFRRE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,62.6,131.29,No
9293-RGRKR,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.87,235.47,Yes
2295-EBKON,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.3,200.56,No
9980-OXPZQ,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.49,5337.59,No
6989-CWIKM,Male,0,No,Yes,71,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.17,3715.46,No
6862-OWCBJ,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.24,297.72,Yes
8697-QYEHZ,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),53.98,0.0,No
2293-PDGBL,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),66.91,191.18,Yes
4742-SLSJO,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,103.06,825.8,No
6623-GYTSA,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,113.64,108.34,No
3541-JGHJX,Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,99.48,207.41,Yes
3697-ALZHR,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.62,292.59,No
2810-VEFLU,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.81,1772.82,No
6760-CEWRJ,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,47.7,327.46,No
2244-LLLEB,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),65.52,4521.58,No
1178-ALEOK,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.59,536.35,Yes
8972-XWDSW,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.96,411.14,No
5778-ZPQCO,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.48,1168.88,No
5031-ISFMU,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.81,5742.78,No
2104-GFSLW,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,106.65,5550.41,Yes
1621-WANYV,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,81.61,5531.32,No
4193-XLPJL,Female,1,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.69,58.12,No
4600-BCQCZ,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,105.17,6738.73,Yes
7668-QZQHK,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.51,173.04,Yes
9256-EWJZP,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),108.31,452.25,Yes
7919-PAPVO,Female,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.1,1581.05,No
7437-DYSVF,Male,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.75,187.01,No
7484-YUZIB,Male,0,No,No,60,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),57.13,3411.15,No
4423-CVYRZ,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.18,117.94,No
1622-MEASK,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,44.19,125.9,No
4057-GWEYD,Female,0,No,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.24,542.42,Yes
1249-GWHUZ,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.26,1807.14,No
5421-BBFZU,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),106.32,1170.55,No
4947-BXBNT,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.37,41.91,No
9404-NYINB,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.53,199.78,Yes
7664-VUKPR,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.01,1431.09,No
4437-ZKEPA,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.53,1740.79,No
2678-YFMYD,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,72.52,207.33,No
1905-WGFAY,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.39,1250.18,No
7542-DANNP,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.85,11.32,Yes
1202-FUNGN,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),93.36,6554.85,No
8388-RVDAO,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),102.09,5405.96,No
2356-BKFPW,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,71.39,138.27,No
5302-FVMSM,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,81.85,996.83,No
5644-SDIED,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.66,214.23,Yes
7663-XZKFM,Male,1,No,No,63,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.21,3535.06,Yes
9352-MNXBW,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.19,5762.55,Yes
4226-HNHDH,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),72.88,4795.14,No
1084-VHMXU,Female,1,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.77,6515.03,No
3412-JIFBA,Female,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,65.3,3923.08,No
3993-AJIVI,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),113.2,581.14,No
1076-JGUWZ,Female,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.84,144.82,No
3457-AFLOY,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,102.93,5334.37,No
8592-KCKEX,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,61.39,288.9,No
5368-TUBJL,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.36,1517.76,No
9179-GPUNH,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,102.69,914.33,No
1067-GMPZJ,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.11,146.25,Yes
1062-KKBTR,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,111.69,7382.57,No
1091-GIKFI,Female,0,No,No,0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.83,0.0,No
1165-OEUPU,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),95.78,387.52,No
3805-VEZOT,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.48,81.34,No
2831-MDUGE,Female,1,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,104.92,734.95,No
4686-VVBXC,Male,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),41.75,106.17,No
7352-VKBPR,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,51.1,421.81,No
3457-SROBJ,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.61,1378.05,No
6634-CHVIP,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),113.54,111.47,Yes
3961-QJFYU,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,64.16,905.05,No
2419-GULGS,Male,1,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.85,3717.54,No
5753-XENKA,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,68.68,128.41,No
4561-JYBCA,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.13,0.0,Yes
7568-JKKXE,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.47,310.1,No
4189-MTUVM,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.84,2492.77,Yes
2748-HCGMD,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.13,4466.58,No
7787-YNUBQ,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.84,261.6,Yes
9945-YQGUS,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.9,3227.68,No
1689-LWXGG,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.28,0.0,Yes
3248-UPSCQ,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),95.46,5938.47,No
1283-GLPMD,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,1324.49,No
1094-DKCXZ,Male,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.7,121.06,No
2158-HYYDE,Male,1,No,No,20,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),59.88,1190.81,No
4152-XJCXZ,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,99.5,6766.71,No
8974-JDGCN,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,100.59,508.08,Yes
7850-MNXII,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),77.88,619.7,No
8513-KLKCL,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,71.02,977.78,Yes
9763-LBYXY,Male,1,No,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.78,2843.7,No
6975-DYCYI,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.75,606.37,No
8476-FGEYC,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.53,1294.62,No
8030-FWTVH,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.06,0.0,Yes
5743-DSCFM,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.95,344.32,No
5860-JMDKG,Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.82,4826.93,Yes
3609-JGVNA,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.19,5170.01,Yes
8680-YFGRV,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.89,66.84,Yes
2609-IZXNX,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,89.96,272.26,No
5932-WISMN,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.95,69.58,No
7346-INLHC,Female,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,72.45,939.77,No
7823-PJACF,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.52,3204.22,No
3423-JHPJI,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,97.25,777.7,Yes
8268-WRFTX,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,65.03,654.11,Yes
7472-BFMLF,Male,1,No,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,49.48,753.27,No
1925-GRSXI,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,56.34,59.66,No
8042-CDKZU,Male,1,Yes,Yes,50,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),65.78,3300.83,No
3988-PTZGD,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.34,290.25,No
3029-IAVWW,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.77,5238.38,No
2622-RCFIM,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.71,5265.53,No
1417-XANAG,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.39,14.46,No
4407-WIVKT,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,97.58,6719.64,Yes
3144-SAZAM,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.45,4112.51,Yes
7750-TOEZG,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.39,269.74,No
7646-WRVOT,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),73.96,4305.37,No
1831-PZVZZ,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,75.26,443.74,No
5142-KMANQ,Male,0,No,No,66,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,46.15,3064.78,No
4129-GUPTZ,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),52.94,380.01,No
4166-OOION,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.62,2035.58,No
3241-QGHRR,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,110.9,1015.74,No
2761-IEMCD,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.24,52.83,No
7765-ZFGXG,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,97.97,5578.83,No
1140-GOXBP,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),68.12,1574.56,Yes
3984-WIQVP,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,78.99,147.74,Yes
3090-YPLNV,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),75.01,1501.1,No
9175-PWFJM,Female,1,Yes,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),111.87,15.78,No
6170-ZNOQY,Female,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.48,3548.33,No
2442-ZKTEX,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.47,339.33,No
1055-HAZOH,Male,1,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.73,208.41,No
3978-JEENA,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,2144.12,No
6352-URBGY,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),59.36,1237.23,Yes
2684-TBLDN,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),70.68,860.46,Yes
3179-IGMXA,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.6,3503.87,No
6783-UDYEK,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.56,121.12,Yes
9112-EWNOJ,Female,0,No,Yes,71,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,107.02,7615.33,No
9276-ECUEP,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),44.35,2919.82,No
2043-VYSCJ,Female,1,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.74,729.02,No
6516-FEHHI,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,44.56,160.36,No
1697-PHEKW,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.49,14.5,No
3919-ECHWI,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),43.2,97.26,No
1564-WDNAS,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.89,179.95,No
3152-LTXDW,Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.23,4801.5,Yes
6517-XFZRY,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.38,1143.48,No
8514-MVOYA,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.91,33.21,No
1420-DPBYT,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.53,236.85,No
4545-LQZGR,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,54.72,3105.6,No
6595-YSYRF,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.77,64.01,No
2950-YCJQG,Male,0,No,No,16,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.61,820.1,No
7003-IYBWH,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,52.07,2867.34,No
7896-UUJNR,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.37,63.85,No
9473-CTUDF,Female,1,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),111.73,1581.16,Yes
8808-FUZSL,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.14,5980.34,Yes
4864-OKOZC,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.6,3.68,Yes
5324-AUKNF,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.67,136.33,No
8479-MUVLB,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.1,2014.7,Yes
